Date,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,A,AAP,AAPL,ACGL,ADM,ADP,AEE,ALB,AMT,APA,GOOGL,A,AAP,AAPL,ACGL,ADM,ADP,AEE,ALB,AMT,APA,GOOGL,A,AAP,AAPL,ACGL,ADM,ADP,AEE,ALB,AMT,APA,GOOGL
2005-01-10,16.22,28.7,1.25,4.22,21.95,33.71,49.0,18.15,18.28,49.0,4.87,13.81,25.84,1.05,4.21,14.53,21.88,22.83,13.9,15.2,38.35,4.88,3946135,390750.0,1725309600,678600,2045400,2100335,601300,634000,2513700,2429900,301282416.0
2005-01-11,15.89,28.77,1.22,4.21,22.02,33.81,49.37,18.08,18.89,48.56,4.9,13.57,25.99,0.98,4.18,14.32,21.92,22.73,13.76,15.14,38.68,4.84,3071965,297150.0,2611627200,642600,1961300,2158211,432000,671200,1480400,1996500,278069652.0
2005-01-12,15.89,28.97,1.17,4.18,21.65,33.78,49.3,17.85,18.71,48.97,4.86,13.55,25.9,0.99,4.18,14.23,21.72,22.81,13.74,15.0,39.28,4.89,3756845,663000.0,1919702400,675900,2293200,2926245,544600,778800,2257100,1790700,326784888.0
2005-01-13,15.77,28.87,1.32,4.17,21.58,33.39,49.32,17.88,18.54,49.99,4.89,13.27,25.84,1.06,4.16,14.42,21.3,22.81,13.57,14.89,40.41,4.89,3330875,744750.0,3164716800,486900,2026400,1923552,333900,764800,1735400,3410500,273702024.0
2005-01-14,15.56,28.92,1.25,4.16,21.9,33.08,49.43,17.42,18.45,51.6,4.9,13.48,25.99,1.07,4.14,14.46,21.76,22.94,13.09,15.1,41.16,5.0,2851640,375150.0,1770742400,977400,1830000,3305534,337700,5539000,2111900,3030000,385226388.0
2005-01-18,15.67,28.87,1.25,4.17,22.07,33.86,49.5,17.0,18.6,52.81,5.03,13.71,26.66,1.07,4.21,15.3,22.65,23.09,13.23,15.37,41.44,5.1,3523519,680100.0,1006460000,949500,4195500,4785742,615700,1380200,2114000,2478900,526377096.0
2005-01-19,15.99,29.62,1.26,4.21,23.25,34.97,50.0,17.25,18.95,52.4,5.12,13.48,26.05,1.06,4.22,15.38,22.54,23.13,13.1,15.27,41.18,4.94,3640811,638550.0,751895200,747900,3929500,4153258,613300,770000,849800,1694900,449857692.0
2005-01-20,15.78,29.03,1.24,4.21,23.33,34.83,49.92,16.85,18.85,51.55,4.82,13.6,25.68,1.07,4.17,15.39,22.33,23.13,13.07,15.11,40.86,4.85,5632961,1112100.0,914922400,1070100,2933900,4351981,495400,1042200,1492200,1947800,359703936.0
2005-01-21,15.92,28.6,1.27,4.18,23.17,34.5,49.92,17.0,18.67,52.15,4.87,13.32,25.61,1.07,4.17,14.95,21.98,22.88,13.12,14.97,40.67,4.71,5165051,851400.0,911332800,540900,2456500,4764684,625500,765400,802200,2300200,369965664.0
2005-01-24,15.61,28.55,1.27,4.16,22.9,34.22,49.59,17.06,18.45,52.1,4.72,13.1,25.27,1.08,4.15,15.07,22.2,23.17,13.07,14.8,41.05,4.52,4936757,686400.0,841629600,568800,2857500,3212729,618500,1005000,1215200,1843200,560347092.0
2005-01-25,15.39,28.17,1.27,4.14,22.95,34.36,50.01,17.07,18.34,52.3,4.55,13.32,25.27,1.1,4.14,14.94,22.39,22.92,13.12,14.64,41.45,4.43,2952716,536400.0,969231200,711900,2280900,2568140,355400,661800,2757700,2410900,425941632.0
2005-01-26,15.67,28.33,1.3,4.14,22.8,34.57,49.49,17.07,18.05,52.64,4.49,13.44,25.33,1.1,4.12,14.94,22.37,23.1,13.14,14.65,42.02,4.74,2882396,424200.0,739496800,822600,3422300,2604960,424600,535800,1777900,3382700,491823684.0
2005-01-27,15.67,28.27,1.29,4.1,22.65,34.57,49.87,17.1,18.12,53.08,4.72,13.44,25.62,1.1,4.1,15.04,22.15,23.02,13.15,14.74,43.06,4.71,2677310,287850.0,496227200,729000,2074200,2119501,494300,486200,686100,2836400,264830904.0
2005-01-28,15.67,28.55,1.3,4.1,22.64,34.37,49.8,17.15,18.19,54.13,4.76,13.21,25.45,1.12,4.08,15.21,22.17,23.07,13.13,14.75,42.87,4.76,2934122,743550.0,801612000,930600,3682100,1601510,572300,478200,1103700,2371600,487839672.0
2005-01-31,15.69,28.49,1.33,4.11,23.68,34.3,49.89,17.27,18.25,53.86,4.85,13.51,25.78,1.17,4.08,15.97,22.32,23.22,13.49,14.66,43.07,4.9,2656899,307350.0,1681097600,559800,4593200,2118996,479000,1008000,1547300,2274300,383484132.0
2005-02-01,15.74,28.73,1.38,4.1,24.23,34.42,50.12,17.56,18.28,54.43,4.86,13.76,25.87,1.18,4.11,15.83,22.57,23.53,13.61,14.76,43.64,4.8,2836542,249750.0,678395200,781200,3627300,2434608,700800,818600,1332000,2475300,752806440.0
2005-02-02,16.12,28.83,1.39,4.1,24.08,34.75,50.9,17.7,18.28,54.99,5.39,13.87,25.93,1.21,4.14,15.81,22.41,23.44,13.67,14.55,44.02,5.15,2423992,242400.0,1020062400,470700,2678700,2160229,519300,485000,1699300,2420000,1310660028.0
2005-02-03,16.11,28.87,1.41,4.14,24.01,34.46,50.4,17.8,18.0,55.01,5.15,13.51,26.17,1.18,4.24,15.87,22.64,23.39,13.51,14.43,43.82,5.28,2773912,864000.0,731651200,1663200,2315200,2311667,470700,752600,1013600,1938700,519004476.0
2005-02-04,15.77,29.19,1.39,4.26,23.92,34.97,50.73,17.59,17.83,55.48,5.17,13.72,26.78,1.2,4.33,15.89,22.66,23.39,13.7,14.59,43.63,5.11,3140467,898200.0,563556000,1057500,2589700,2552379,918900,788800,1484500,2101100,592179228.0
2005-02-07,16.31,29.85,1.41,4.33,24.05,34.58,50.7,17.85,18.07,55.14,5.14,14.13,26.99,1.2,4.4,15.81,22.44,23.39,13.85,14.4,42.92,4.91,3863653,729750.0,524456800,1195200,1929200,1718903,485700,1131400,1213600,2641800,517897584.0
2005-02-08,16.55,30.17,1.41,4.42,23.91,34.54,50.7,18.05,17.8,54.0,4.93,14.51,27.0,1.23,4.4,15.66,22.46,23.39,14.04,14.69,43.36,4.97,4378396,801150.0,890019200,992700,1985500,1969450,884300,1179600,2007700,1314400,458740800.0
2005-02-09,17.02,30.09,1.45,4.39,23.86,34.58,50.52,18.29,18.11,54.78,5.02,14.11,26.62,1.2,4.42,15.62,21.99,23.61,13.89,14.31,43.45,4.79,2506894,712800.0,1191456000,696600,1666800,3166831,755400,661400,1799300,1566600,686173140.0
2005-02-10,16.52,29.67,1.41,4.41,23.68,34.16,51.1,18.1,17.75,55.43,4.8,14.08,26.79,1.19,4.46,15.74,21.82,23.62,13.89,14.21,45.08,4.7,1859620,552750.0,1093019200,502200,1514500,2171199,689300,385800,1364500,1729200,758548692.0
2005-02-11,16.44,29.9,1.43,4.45,23.86,33.64,51.05,18.08,17.6,56.96,4.67,14.5,26.96,1.23,4.49,16.0,22.04,23.72,13.83,14.31,45.49,4.69,2784816,629700.0,1201054400,586800,1819300,2203857,759400,608600,2987300,2060800,524115360.0
2005-02-14,16.84,30.07,1.48,4.51,24.35,34.18,51.46,17.96,17.72,57.71,4.58,14.68,27.08,1.29,4.55,16.23,21.84,23.93,13.84,14.38,45.59,4.83,3926842,592350.0,1271463200,1458000,3237900,1961758,1094300,361000,1228800,2487500,1540945512.0
2005-02-15,16.77,30.23,1.55,4.57,24.53,33.67,51.92,17.98,17.81,57.85,4.84,14.91,26.76,1.34,4.6,16.15,21.79,23.87,13.69,14.31,45.57,4.89,9975569,1019250.0,2312217600,1409400,2527600,2140180,727900,474400,2317900,1777300,1030280688.0
2005-02-16,17.3,29.8,1.57,4.54,24.4,33.51,51.53,17.8,17.73,58.01,4.87,14.62,26.62,1.37,4.6,16.51,21.67,23.76,13.8,14.91,47.16,4.97,3941521,939450.0,1639243200,2224800,3686900,2512912,1238600,328600,5795400,3061800,660630708.0
2005-02-17,17.0,32.93,1.62,4.61,25.03,33.48,51.43,17.94,18.5,59.45,4.95,14.48,30.98,1.33,4.54,16.41,21.75,23.76,13.5,14.81,45.63,4.95,3459351,6045150.0,1518473600,977400,2189400,2087221,660800,654800,2642600,2752500,416159424.0
2005-02-18,16.96,34.6,1.57,4.54,24.88,33.67,51.3,17.61,18.38,57.7,4.97,14.4,30.34,1.32,4.6,16.43,21.54,23.63,13.47,15.06,47.01,4.95,2814593,1565250.0,1163254400,896400,2317400,2415820,718400,437800,3539900,2444900,339096564.0
2005-02-22,16.75,33.39,1.54,4.61,24.91,33.23,51.01,17.48,18.55,59.9,4.92,14.35,29.94,1.3,4.45,16.49,21.41,23.12,13.16,14.9,46.87,4.79,2407775,1610250.0,1219293600,999000,3883000,1872106,1051700,437200,1281200,2923700,538808652.0
2005-02-23,16.85,33.37,1.55,4.47,23.6,33.13,50.2,17.25,18.45,59.1,4.84,14.04,30.17,1.34,4.49,15.29,21.52,23.21,13.39,14.82,47.54,4.85,4493312,1360050.0,1345181600,517500,6734900,2670276,659600,537400,905100,1746700,622816560.0
2005-02-24,16.38,33.68,1.58,4.47,22.65,33.25,50.33,18.45,18.18,60.1,4.59,14.17,30.14,1.35,4.52,15.43,21.88,23.44,14.29,14.85,48.23,4.73,5444930,1461000.0,1519028000,711900,5458800,2222267,754100,1352000,948800,2019600,1031539428.0
2005-02-25,16.64,33.53,1.6,4.53,23.65,33.86,50.83,18.72,18.52,60.94,4.73,14.39,30.35,1.35,4.56,16.01,22.07,23.78,14.73,15.05,49.64,4.65,4985128,615600.0,915510400,468900,4271000,2769890,1058600,825800,1231600,3112100,398541060.0
2005-02-28,16.85,33.84,1.6,4.57,24.25,33.94,51.44,19.15,18.61,62.94,4.65,14.67,30.13,1.36,4.61,15.96,22.05,23.84,14.61,14.83,49.77,4.7,3712808,567150.0,651610400,1112400,3711900,3297085,1078100,700000,1246100,4676200,312423264.0
2005-03-01,17.2,33.75,1.61,4.59,24.05,34.06,51.49,19.02,18.47,62.5,4.74,14.96,30.45,1.35,4.59,16.15,22.07,23.92,14.76,15.11,48.32,4.66,4375600,831900.0,468188000,674100,2343200,2056833,697400,373200,1883900,3685800,372075552.0
2005-03-02,17.38,33.86,1.58,4.57,24.16,33.94,51.63,19.02,18.63,60.27,4.65,14.87,31.09,1.34,4.6,16.13,22.01,23.92,14.67,15.05,49.05,4.63,2401345,1299600.0,458161200,859500,1630100,2248116,884200,376200,1645500,2342900,291128580.0
2005-03-03,17.41,34.66,1.58,4.59,24.42,34.0,51.64,19.15,18.8,62.98,4.66,14.93,31.04,1.27,4.54,16.43,21.9,23.75,14.69,15.18,50.26,4.68,2720508,881550.0,1411653600,582300,2820600,1941331,865900,264400,1810600,2823000,304039656.0
2005-03-04,17.53,34.68,1.53,4.57,24.95,34.1,51.65,19.15,18.81,64.0,4.67,14.73,31.26,1.3,4.63,16.76,22.0,24.01,14.95,15.2,51.99,4.65,2358426,872100.0,756618800,1170000,4376000,3839286,801200,255400,1446300,3639000,270693036.0
2005-03-07,17.29,34.97,1.53,4.64,25.35,33.94,51.31,19.48,18.72,65.0,4.7,15.13,31.2,1.3,4.66,16.58,22.25,24.06,14.82,15.35,51.03,4.72,3172621,1158750.0,450632000,892800,2297500,2207640,1335000,167000,877200,2809200,346349304.0
2005-03-08,17.6,34.78,1.5,4.66,25.1,34.26,51.3,19.25,18.98,64.25,4.73,14.89,30.59,1.23,4.63,16.47,22.26,23.96,14.86,15.36,50.93,4.63,3214841,789600.0,1021451200,295200,3291600,2750597,578100,421000,3570900,1651700,321522156.0
2005-03-09,17.32,33.87,1.42,4.64,24.95,34.18,51.0,19.25,18.9,64.62,4.61,14.67,30.24,1.2,4.61,16.23,22.2,23.43,14.54,15.01,49.74,4.54,3013109,688950.0,1322465200,528300,2757200,3538806,1055600,630600,1873400,2911200,453961584.0
2005-03-10,17.15,33.73,1.41,4.58,24.62,34.13,49.96,18.92,18.53,60.5,4.53,14.61,30.11,1.21,4.59,16.4,22.4,23.58,14.5,15.09,48.1,4.5,2554845,472200.0,777109200,911700,2888800,1898838,635500,329800,840300,5134400,437981580.0
2005-03-11,17.07,33.53,1.44,4.61,24.9,34.38,50.28,18.8,18.6,59.75,4.52,14.26,30.44,1.22,4.55,16.29,22.41,23.21,14.34,15.37,48.67,4.45,2290483,1216050.0,632830800,316800,2583600,2962182,780900,938600,1345500,3130200,320810868.0
2005-03-14,16.67,33.92,1.45,4.53,24.61,34.48,49.6,18.58,19.0,61.7,4.46,14.47,29.68,1.23,4.54,16.35,22.62,23.61,14.54,15.29,49.31,4.38,3095172,2594250.0,605385200,806400,2543100,1697719,783200,633400,830200,2564900,445418136.0
2005-03-15,16.95,33.13,1.45,4.55,24.78,34.89,50.6,18.92,18.9,62.31,4.39,14.21,29.73,1.25,4.56,16.29,22.78,23.46,14.39,15.11,48.63,4.47,2158792,678000.0,508608800,914400,2542300,3670826,503800,369400,2016100,2726400,416467116.0
2005-03-16,16.6,33.14,1.47,4.56,24.52,34.86,50.1,18.6,18.5,61.33,4.42,13.77,29.86,1.25,4.51,15.97,22.87,23.24,14.19,15.15,48.64,4.39,5131918,706950.0,697813200,886500,3750600,3347144,713000,356400,1560500,2759600,283967748.0
2005-03-17,16.09,33.05,1.48,4.53,24.25,35.2,49.85,18.39,18.73,62.1,4.43,13.85,29.78,1.28,4.52,16.12,23.01,23.31,14.48,15.06,49.53,4.49,2967674,560400.0,801920000,920700,2472400,3582056,762500,445200,1099500,2372600,330093576.0
2005-03-18,16.11,33.21,1.55,4.51,24.27,35.45,49.72,18.88,18.65,62.73,4.47,13.66,29.84,1.31,4.44,16.06,23.07,23.14,14.62,15.2,49.97,4.51,9052889,683700.0,940150400,590400,4297900,5036163,988600,759600,826100,2942900,283316400.0
2005-03-21,15.92,33.21,1.55,4.43,24.2,35.45,49.37,19.0,18.85,62.89,4.49,13.8,29.13,1.33,4.44,15.79,23.13,23.07,14.39,15.03,49.57,4.53,3086225,1064550.0,541128000,349200,2949900,2870008,461900,276400,2273400,2560900,299048652.0
2005-03-22,16.2,32.5,1.56,4.44,23.79,35.51,49.2,18.65,18.6,63.08,4.53,13.8,29.35,1.3,4.4,15.69,23.16,22.55,13.99,14.88,48.92,4.47,3907829,1110000.0,551415200,1001700,2225600,3177423,772000,744600,2916400,2406600,225042732.0
2005-03-23,16.17,32.61,1.52,4.39,23.71,35.49,48.1,18.05,18.3,61.26,4.45,13.77,29.32,1.29,4.41,16.25,23.28,22.58,14.02,14.64,47.25,4.48,3152770,924450.0,609823200,440100,4317900,3532627,749200,362400,2289800,3792600,193606200.0
2005-03-24,16.12,32.69,1.53,4.45,24.45,35.89,48.29,18.28,18.16,60.01,4.52,13.82,29.65,1.29,4.41,16.15,23.26,22.65,14.12,14.67,47.22,4.49,3457114,537150.0,352704800,556200,3400800,2206883,1373500,231000,1315200,3065600,148059792.0
2005-03-28,16.24,32.98,1.53,4.42,24.48,35.88,48.3,18.32,18.16,59.67,4.55,13.76,30.33,1.29,4.39,16.16,23.34,22.61,14.0,14.6,47.09,4.54,2359964,2268600.0,275410800,957600,2628200,1810572,433100,198800,815000,2590300,349170480.0
2005-03-29,16.1,33.75,1.52,4.41,24.41,35.9,48.25,18.16,18.0,59.5,4.53,13.74,29.9,1.27,4.46,16.17,23.15,22.38,13.64,14.27,46.34,4.49,4043156,1208100.0,461356000,993600,4315300,3305029,584700,446200,2392900,2487500,258661080.0
2005-03-30,15.92,33.37,1.5,4.44,24.42,35.65,48.05,17.66,17.64,59.15,4.52,13.61,30.16,1.3,4.47,16.12,23.17,22.76,14.05,14.42,47.0,4.52,5543070,888750.0,394959600,598500,2628500,3369841,1721600,366800,1933800,3078100,249194556.0
2005-03-31,15.94,33.7,1.52,4.48,24.35,35.69,48.93,18.19,17.83,59.99,4.45,13.57,30.17,1.27,4.45,16.27,23.15,22.99,14.03,14.75,48.46,4.52,3786343,906000.0,636134800,783900,2272400,2493367,691700,472200,1906200,2640200,270473256.0
2005-04-01,16.02,33.7,1.5,4.46,24.72,35.65,49.74,18.38,18.46,61.73,4.55,13.49,30.32,1.24,4.46,16.53,23.09,23.01,13.88,14.69,49.66,4.51,4717831,1072500.0,641284000,1818000,4331600,2630052,770100,417400,1403300,3186200,247032720.0
2005-04-04,15.69,33.88,1.46,4.47,24.98,35.57,49.22,17.95,18.1,63.8,4.5,13.08,30.69,1.25,4.48,16.3,23.12,23.05,13.95,14.5,50.12,4.64,6827133,654600.0,580014400,885600,3212400,2603068,528300,298200,1923300,3624500,322732944.0
2005-04-05,15.34,34.21,1.47,4.49,24.61,35.69,49.27,18.15,17.92,63.08,4.7,13.05,30.95,1.27,4.5,15.89,23.27,23.26,14.05,14.56,49.49,4.72,5839166,474750.0,556239600,650700,4264200,1871223,682000,228400,1025500,2594200,349118532.0
2005-04-06,15.27,34.5,1.51,4.5,22.5,35.94,49.79,18.26,18.15,62.27,4.74,13.24,30.65,1.29,4.53,14.12,23.31,23.47,13.97,14.57,50.14,4.74,2994656,834000.0,414825600,1258200,13405100,1562547,1038600,267000,1853100,2252200,209893896.0
2005-04-07,15.45,34.2,1.51,4.55,21.21,35.97,50.04,18.1,17.99,64.0,4.72,13.19,30.69,1.32,4.58,14.33,23.42,23.55,14.0,14.56,49.14,4.85,4072374,495600.0,506987600,2245500,5550100,1538842,533700,178400,1489900,2808800,387300312.0
2005-04-08,15.41,34.27,1.56,4.58,21.9,35.91,50.23,18.12,17.93,62.09,4.85,13.06,30.44,1.33,4.55,14.36,23.3,23.37,13.73,14.5,47.93,4.81,2677869,207750.0,649950000,696600,4352100,1620424,606600,360600,1346000,2625200,204459336.0
2005-04-11,15.26,33.96,1.58,4.56,21.69,35.1,50.15,17.78,17.93,60.0,4.83,12.92,30.5,1.27,4.51,14.12,23.0,23.57,13.64,14.39,48.17,4.84,4180300,358050.0,821662800,1206000,4083400,2445452,380100,274600,607400,2630800,216203580.0
2005-04-12,15.02,33.99,1.52,4.52,21.25,35.29,50.2,17.74,17.65,60.53,4.83,13.05,30.84,1.3,4.57,14.44,23.12,23.87,13.7,14.39,47.03,4.85,3661362,550350.0,981061200,727200,3796100,2055950,686100,605000,1534400,3526000,292491216.0
2005-04-13,15.2,34.28,1.53,4.57,21.81,35.57,50.7,17.68,17.78,59.1,4.84,12.72,30.23,1.25,4.58,14.27,23.09,23.84,13.31,14.37,45.64,4.83,3277751,676350.0,1371946800,1050300,3198600,2513794,967900,599600,695300,3492500,261969768.0
2005-04-14,14.89,33.82,1.39,4.58,21.56,35.57,50.78,17.26,17.71,58.5,4.84,12.63,29.76,1.13,4.51,14.35,22.93,23.77,13.24,14.05,46.09,4.79,2925595,715650.0,2753192400,709200,2639000,2101974,816500,723600,2782800,3298200,245861892.0
2005-04-15,14.64,33.27,1.31,4.52,21.68,35.09,50.6,16.85,17.36,58.25,4.76,12.47,29.28,1.07,4.48,13.76,22.39,23.37,12.53,13.88,43.98,4.63,4777805,1170150.0,1728087200,1096200,4230600,3019932,693700,902000,2276500,3517700,462632904.0
2005-04-18,14.57,32.5,1.25,4.48,20.38,34.2,49.82,16.25,17.1,55.6,4.62,12.63,29.28,1.08,4.45,13.39,22.33,23.48,12.66,13.96,45.41,4.68,3426917,803700.0,1327177600,681300,6242500,2679859,528500,552600,1989700,3003800,261749988.0
2005-04-19,14.79,33.33,1.31,4.45,20.0,34.34,49.99,16.48,17.26,58.5,4.74,12.69,30.51,1.13,4.44,13.57,22.23,23.67,12.85,14.08,46.4,4.79,3607819,1817850.0,1081642800,443700,5347900,2068937,621000,310600,1278800,3097800,336862800.0
2005-04-20,14.91,34.1,1.35,4.45,20.49,34.14,50.21,16.62,17.38,58.81,4.97,12.53,30.11,1.08,4.45,13.14,22.05,23.46,12.53,13.71,45.4,4.96,2722046,904350.0,945131600,777600,3795900,1854453,520300,450400,3082000,2720500,617441940.0
2005-04-21,14.79,34.5,1.3,4.48,19.98,35.09,50.6,16.48,17.0,57.54,5.02,13.02,30.55,1.13,4.47,13.45,22.87,23.77,12.9,13.76,46.86,5.11,3089300,951750.0,759592400,665100,4360500,3117403,606500,483400,2100600,2537600,709365924.0
2005-04-22,15.18,34.06,1.32,4.49,20.06,35.41,50.69,16.65,17.02,59.12,5.58,12.89,30.55,1.08,4.5,13.47,22.84,23.96,12.6,13.83,46.68,5.4,2963061,530100.0,839129200,412200,2997400,2527034,512000,555000,2262500,2537600,1326875796.0
2005-04-25,15.15,34.18,1.3,4.5,20.6,35.18,51.28,16.44,17.09,60.0,5.45,13.03,31.24,1.12,4.5,14.0,22.94,24.1,13.02,13.83,47.55,5.59,3068470,1053300.0,746460400,408600,4328000,2470166,450500,925600,4306800,2177700,792806400.0
2005-04-26,15.22,34.67,1.31,4.5,21.15,35.32,51.39,17.8,17.18,60.0,5.51,13.04,31.49,1.1,4.53,13.98,22.48,23.94,13.79,13.96,46.73,5.47,2782160,1025250.0,810507600,397800,3077600,2161742,518900,1427000,2644100,1741900,690189120.0
2005-04-27,15.22,35.13,1.28,4.49,21.12,34.47,51.06,17.83,17.2,58.5,5.46,12.97,32.01,1.09,4.47,14.27,22.61,24.09,13.78,14.11,45.75,5.5,2429724,1458150.0,613888800,1769400,3028500,1942844,726200,813600,1098000,2823800,410181408.0
2005-04-28,15.09,35.47,1.3,4.48,21.57,34.61,51.38,17.86,17.35,56.25,5.49,12.62,31.99,1.08,4.44,14.32,22.3,23.93,13.73,13.81,44.87,5.49,2629358,1833000.0,575106000,792000,3649800,1882950,641600,620600,710000,3329000,346964688.0
2005-04-29,14.88,35.71,1.29,4.45,17.9,34.42,51.3,17.92,17.1,57.06,5.55,12.68,31.91,1.1,4.44,11.91,22.37,24.25,14.13,13.94,44.61,5.51,3612432,1770900.0,671630400,1137600,20215600,2429942,932300,723200,1871100,2861000,366441192.0
2005-05-02,14.84,35.67,1.29,4.45,18.03,34.45,51.7,18.27,17.29,56.01,5.56,12.82,31.74,1.11,4.49,12.33,22.57,24.45,14.24,13.76,45.33,5.56,2168717,983850.0,465920000,1517400,10463600,1871475,755800,621400,2168600,2848000,390305304.0
2005-05-03,14.95,35.47,1.3,4.49,18.65,34.76,52.15,18.4,17.0,57.08,5.55,12.94,31.78,1.1,4.51,12.61,22.77,24.43,14.29,13.93,44.09,5.66,2257351,937050.0,496739600,1317600,7649300,2348990,661800,628800,1642500,3358500,710496792.0
2005-05-04,15.16,35.61,1.29,4.53,18.97,35.28,52.39,18.67,16.3,55.1,5.69,12.99,32.27,1.13,4.49,12.45,22.81,24.75,14.62,13.92,44.3,5.72,3982762,1578750.0,448176400,837900,7191200,1652704,767100,359000,22487900,4989800,482856660.0
2005-05-05,15.15,36.0,1.33,4.5,18.82,34.92,52.78,18.92,17.33,56.45,5.72,12.88,32.81,1.11,4.47,12.35,22.72,24.75,14.39,14.1,44.96,5.68,3583214,808050.0,387366000,974700,5234700,1541742,727300,655400,8403700,3178000,300083616.0
2005-05-06,15.13,36.8,1.32,4.47,18.88,35.13,53.0,18.77,17.55,57.24,5.72,13.14,32.9,1.13,4.48,12.45,22.67,24.63,14.46,13.9,44.87,5.71,2177525,876900.0,326247600,752400,3902000,1458646,781700,344200,4228400,2914500,270285444.0
2005-05-09,15.31,36.7,1.33,4.48,18.8,34.82,52.55,18.67,17.12,56.97,5.71,13.38,32.73,1.12,4.46,12.74,22.63,24.89,14.52,13.92,45.47,5.66,2781041,749550.0,355695200,1895400,5119100,1451711,927800,403600,2393800,1652000,221250528.0
2005-05-10,15.5,36.44,1.31,4.46,19.24,34.53,52.95,18.7,17.14,57.26,5.64,13.36,32.55,1.11,4.47,12.76,22.28,24.71,14.16,13.77,44.45,5.7,2695484,528000.0,440263600,1491300,2833200,2424899,614300,413000,4798900,1795800,253578168.0
2005-05-11,15.63,36.29,1.26,4.46,19.26,34.5,52.8,18.35,17.04,56.08,5.73,13.57,32.39,1.08,4.57,12.66,22.62,24.9,14.4,13.81,45.11,5.79,2972987,508950.0,2041981200,3868200,5026200,2177756,617500,631200,2291700,2653200,458692848.0
2005-05-12,15.92,36.13,1.26,4.59,19.15,34.88,53.11,18.65,17.3,56.92,5.78,13.43,31.79,1.04,4.63,12.86,22.64,24.94,14.24,13.69,42.54,5.72,5483795,1081200.0,970242000,3038400,3864600,1681201,499400,925800,3317500,4213600,357570072.0
2005-05-13,15.74,35.33,1.22,4.61,19.6,34.86,53.17,18.52,16.9,53.69,5.74,13.44,31.78,1.06,4.63,12.81,22.66,24.52,13.99,13.48,41.85,5.74,4460599,955200.0,702713200,2401200,4523200,1968063,896500,668600,2966300,3935700,296323380.0
2005-05-16,15.63,35.7,1.23,4.6,19.35,34.97,52.3,18.12,16.7,52.8,5.75,13.18,32.15,1.08,4.66,12.93,22.66,24.86,14.35,13.32,42.26,5.78,6348598,864900.0,474294800,1773900,3500900,1292960,705600,539200,6117000,3039700,227028744.0
2005-05-17,15.67,35.99,1.25,4.64,19.5,34.9,53.0,18.56,16.46,53.25,5.77,13.74,32.77,1.07,4.7,12.99,22.66,25.16,14.47,13.51,43.23,5.83,6143371,1191900.0,588344400,1386900,2932400,1572761,1111200,726600,4836500,2669600,312043644.0
2005-05-18,16.05,36.67,1.27,4.72,19.65,34.89,53.65,18.9,16.75,55.05,5.85,14.01,33.0,1.09,4.76,13.25,22.79,25.09,14.93,13.81,42.81,5.98,3796129,1276350.0,636722800,1191600,2472700,2297797,720800,423800,5411600,2558100,491987520.0
2005-05-19,16.39,39.27,1.28,4.76,19.93,35.03,53.55,19.33,17.15,54.02,6.01,14.1,34.97,1.14,4.83,13.2,22.92,24.97,14.66,13.93,43.67,5.99,2144672,3828000.0,793161600,950400,2802100,1512992,606200,412800,2869300,1859100,388271340.0
2005-05-20,16.52,39.0,1.33,4.83,19.87,35.29,53.25,19.0,17.22,55.21,6.04,14.31,35.56,1.14,4.87,13.2,23.02,24.98,14.64,13.92,43.61,6.05,2361781,1834800.0,452650800,1143900,2694200,1391943,787300,272800,5417500,2190400,326213460.0
2005-05-23,16.68,39.47,1.35,4.82,19.92,35.39,53.3,19.01,17.25,55.02,6.09,14.44,35.57,1.21,4.85,13.3,22.95,25.0,14.85,14.11,44.26,6.39,3203517,1224150.0,1042574400,2749500,2728400,1904386,857800,335400,4456100,2743700,854676468.0
2005-05-24,16.81,39.65,1.41,4.83,20.04,35.17,53.49,19.17,17.44,55.75,6.43,14.6,35.42,1.21,4.85,13.36,22.95,24.99,14.84,14.05,45.1,6.41,2963201,1089300.0,593460000,2195100,2596100,1679309,784900,466400,1242400,2576600,1160562276.0
2005-05-25,16.96,39.53,1.41,4.86,20.03,35.09,53.57,19.24,17.41,57.1,6.32,14.38,35.38,1.21,4.84,13.27,22.77,25.16,14.71,13.99,45.44,6.53,2130552,777600.0,396006800,878400,2201600,1597727,690400,561200,1551900,2544700,721593684.0
2005-05-26,16.84,39.92,1.43,4.84,20.08,35.2,53.65,19.23,17.29,57.8,6.53,14.52,35.51,1.24,4.87,13.33,22.85,25.17,14.86,14.2,45.82,6.49,1806915,1035750.0,525520800,329400,3040700,1607436,475500,355200,3084900,1745000,541322136.0
2005-05-27,16.99,39.53,1.45,4.83,20.07,35.24,54.6,19.23,17.68,58.09,6.52,14.61,35.23,1.23,4.85,13.31,22.93,25.43,14.88,14.39,46.85,6.66,1156286,758100.0,316008000,243900,1339500,1175567,850400,281400,2327700,1699400,486876636.0
