Date,Open,Adj Close,Volume
2000-05-11,1383.05,1407.81,953600000
2000-05-12,1407.81,1420.96,858200000
2000-05-15,1420.96,1452.36,854600000
2000-05-16,1452.36,1466.04,955500000
2000-05-17,1466.04,1447.8,820500000
2000-05-18,1447.8,1437.21,807900000
2000-05-19,1437.21,1406.95,853700000
2000-05-22,1406.95,1400.72,869000000
2000-05-23,1400.72,1373.86,869900000
2000-05-24,1373.86,1399.05,1152300000
2000-05-25,1399.05,1381.52,984500000
2000-05-26,1381.52,1378.02,722600000
2000-05-30,1378.02,1422.45,844200000
2000-05-31,1422.44,1420.6,960500000
2000-06-01,1420.6,1448.81,960100000
2000-06-02,1448.81,1477.26,1162400000
2000-06-05,1477.26,1467.63,838600000
2000-06-06,1467.63,1457.84,950100000
2000-06-07,1457.84,1471.36,854600000
2000-06-08,1471.36,1461.67,854300000
2000-06-09,1461.67,1456.95,786000000
2000-06-12,1456.95,1446.0,774100000
2000-06-13,1446.0,1469.44,935900000
2000-06-14,1469.44,1470.54,929700000
2000-06-15,1470.54,1478.73,1011400000
2000-06-16,1478.73,1464.46,1250800000
2000-06-19,1464.46,1486.0,921700000
2000-06-20,1486.0,1475.95,1031500000
2000-06-21,1475.95,1479.13,1009600000
2000-06-22,1479.13,1452.18,1022700000
2000-06-23,1452.18,1441.48,847600000
2000-06-26,1441.48,1455.31,889000000
2000-06-27,1455.31,1450.55,1042500000
2000-06-28,1450.55,1454.82,1095100000
2000-06-29,1454.82,1442.39,1110900000
2000-06-30,1442.39,1454.6,1459700000
2000-07-03,1454.6,1469.54,451900000
2000-07-05,1469.54,1446.23,1019300000
2000-07-06,1446.23,1456.67,947300000
2000-07-07,1456.67,1478.9,931700000
2000-07-10,1478.9,1475.62,838700000
2000-07-11,1475.62,1480.88,980500000
2000-07-12,1480.88,1492.92,1001200000
2000-07-13,1492.92,1495.84,1026800000
2000-07-14,1495.84,1509.98,960600000
2000-07-17,1509.98,1510.49,906000000
2000-07-18,1510.49,1493.74,908300000
2000-07-19,1493.74,1481.96,909400000
2000-07-20,1481.96,1495.57,1064600000
2000-07-21,1495.57,1480.19,968300000
2000-07-24,1480.19,1464.29,880300000
2000-07-25,1464.29,1474.47,969400000
2000-07-26,1474.47,1452.42,1235800000
2000-07-27,1452.42,1449.62,1156400000
2000-07-28,1449.62,1419.89,980000000
2000-07-31,1419.89,1430.83,952600000
2000-08-01,1430.83,1438.1,938700000
2000-08-02,1438.1,1438.7,994500000
2000-08-03,1438.7,1452.56,1095600000
2000-08-04,1452.56,1462.93,956000000
2000-08-07,1462.93,1479.32,854800000
2000-08-08,1479.32,1482.8,992200000
2000-08-09,1482.8,1472.87,1054000000
2000-08-10,1472.87,1460.25,940800000
2000-08-11,1460.25,1471.84,835500000
2000-08-14,1471.84,1491.56,783800000
2000-08-15,1491.56,1484.43,895900000
2000-08-16,1484.43,1479.85,929800000
2000-08-17,1479.85,1496.07,922400000
2000-08-18,1496.07,1491.72,821400000
2000-08-21,1491.72,1499.48,731600000
2000-08-22,1499.48,1498.13,818800000
2000-08-23,1498.13,1505.97,871000000
2000-08-24,1505.97,1508.31,837100000
2000-08-25,1508.31,1506.45,685600000
2000-08-28,1506.45,1514.09,733600000
2000-08-29,1514.09,1509.84,795600000
2000-08-30,1509.84,1502.59,818400000
2000-08-31,1502.59,1517.68,1056600000
2000-09-01,1517.68,1520.77,767700000
2000-09-05,1520.77,1507.08,838500000
2000-09-06,1507.08,1492.25,995100000
2000-09-07,1492.25,1502.51,985500000
2000-09-08,1502.51,1494.5,961000000
2000-09-11,1494.5,1489.26,899300000
2000-09-12,1489.26,1481.99,991200000
2000-09-13,1481.99,1484.91,1068300000
2000-09-14,1484.91,1480.87,1014000000
2000-09-15,1480.87,1465.81,1268400000
2000-09-18,1465.81,1444.51,962500000
2000-09-19,1444.51,1459.9,1024900000
2000-09-20,1459.9,1451.34,1104000000
2000-09-21,1451.34,1449.05,1105400000
2000-09-22,1449.05,1448.72,1185500000
2000-09-25,1448.72,1439.03,982400000
2000-09-26,1439.03,1427.21,1106600000
2000-09-27,1427.21,1426.57,1174700000
2000-09-28,1426.57,1458.29,1206200000
2000-09-29,1458.29,1436.51,1197100000
2000-10-02,1436.52,1436.23,1051200000
2000-10-03,1436.23,1426.46,1098100000
2000-10-04,1426.46,1434.32,1167400000
2000-10-05,1434.32,1436.28,1176100000
2000-10-06,1436.28,1408.99,1150100000
2000-10-09,1408.99,1402.03,716600000
2000-10-10,1402.03,1387.02,1044000000
2000-10-11,1387.02,1364.59,1387500000
2000-10-12,1364.59,1329.78,1388600000
2000-10-13,1329.78,1374.17,1223900000
2000-10-16,1374.17,1374.62,1005400000
2000-10-17,1374.62,1349.97,1161500000
2000-10-18,1349.97,1342.13,1441700000
2000-10-19,1342.13,1388.76,1297900000
2000-10-20,1388.76,1396.93,1177400000
2000-10-23,1396.93,1395.78,1046800000
2000-10-24,1395.78,1398.13,1158600000
2000-10-25,1398.13,1364.9,1315600000
2000-10-26,1364.9,1364.44,1303800000
2000-10-27,1364.44,1379.58,1086300000
2000-10-30,1379.58,1398.66,1186500000
2000-10-31,1398.66,1429.4,1366400000
2000-11-01,1429.4,1421.22,1206800000
2000-11-02,1421.22,1428.32,1167700000
2000-11-03,1428.32,1426.69,997700000
2000-11-06,1428.76,1432.19,930900000
2000-11-07,1432.19,1431.87,880900000
2000-11-08,1431.87,1409.28,909300000
2000-11-09,1409.28,1400.14,1111000000
2000-11-10,1400.14,1365.98,962500000
2000-11-13,1365.98,1351.26,1129300000
2000-11-14,1351.26,1382.95,1118800000
2000-11-15,1382.95,1389.81,1066800000
2000-11-16,1389.81,1372.32,956300000
2000-11-17,1372.32,1367.72,1070400000
2000-11-20,1367.72,1342.62,955800000
2000-11-21,1342.62,1347.35,1137100000
2000-11-22,1347.35,1322.36,963200000
2000-11-24,1322.36,1341.77,404870000
2000-11-27,1341.77,1348.97,946100000
2000-11-28,1348.97,1336.09,1028200000
2000-11-29,1336.09,1341.93,402100000
2000-11-30,1341.91,1314.95,1186530000
2000-12-01,1314.95,1315.23,1195200000
2000-12-04,1315.18,1324.97,1103000000
2000-12-05,1324.97,1376.54,900300000
2000-12-06,1376.54,1351.46,1399300000
2000-12-07,1351.46,1343.55,1128000000
2000-12-08,1343.55,1369.89,1358300000
2000-12-11,1369.89,1380.2,1202400000
2000-12-12,1380.2,1371.18,1083400000
2000-12-13,1371.18,1359.99,1195100000
2000-12-14,1359.99,1340.93,1061300000
2000-12-15,1340.93,1312.15,1561100000
2000-12-18,1312.15,1322.74,1189900000
2000-12-19,1322.96,1305.6,1324900000
2000-12-20,1305.6,1264.74,1421600000
2000-12-21,1264.74,1274.86,1449900000
2000-12-22,1274.86,1305.95,1087100000
2000-12-26,1305.97,1315.19,806500000
2000-12-27,1315.19,1328.92,1092700000
2000-12-28,1328.92,1334.22,1015300000
2000-12-29,1334.22,1320.28,1035500000
2001-01-02,1320.28,1283.27,1129400000
2001-01-03,1283.27,1347.56,1880700000
2001-01-04,1347.56,1333.34,2131000000
2001-01-05,1333.34,1298.35,1430800000
2001-01-08,1298.35,1295.86,1115500000
2001-01-09,1295.86,1300.8,1191300000
2001-01-10,1300.8,1313.27,1296500000
2001-01-11,1313.27,1326.82,1411200000
2001-01-12,1326.82,1318.55,1276000000
2001-01-16,1318.32,1326.65,1205700000
2001-01-17,1326.65,1329.47,1349100000
2001-01-18,1329.89,1347.97,1445000000
2001-01-19,1347.97,1342.54,1407800000
2001-01-22,1342.54,1342.9,1164000000
2001-01-23,1342.9,1360.4,1232600000
2001-01-24,1360.4,1364.3,1309000000
2001-01-25,1364.3,1357.51,1258000000
2001-01-26,1357.51,1354.95,1098000000
2001-01-29,1354.92,1364.17,1053100000
2001-01-30,1364.17,1373.73,1149800000
2001-01-31,1373.73,1366.01,1295300000
2001-02-01,1366.01,1373.47,1118800000
2001-02-02,1373.47,1349.47,1048400000
2001-02-05,1349.47,1354.31,1013000000
2001-02-06,1354.31,1352.26,1059600000
2001-02-07,1352.26,1340.89,1158300000
2001-02-08,1341.1,1332.53,1107200000
2001-02-09,1332.53,1314.76,1075500000
2001-02-12,1314.76,1330.31,1039100000
2001-02-13,1330.31,1318.8,1075200000
2001-02-14,1318.8,1315.92,1150300000
2001-02-15,1315.92,1326.61,1153700000
2001-02-16,1326.61,1301.53,1257200000
2001-02-20,1301.53,1278.94,1112200000
2001-02-21,1278.94,1255.27,1208500000
2001-02-22,1255.27,1252.82,1365900000
2001-02-23,1252.82,1245.86,1231300000
2001-02-26,1245.86,1267.65,1130800000
2001-02-27,1267.65,1257.94,1114100000
2001-02-28,1257.94,1239.94,1225300000
2001-03-01,1239.94,1241.23,1294900000
2001-03-02,1241.23,1234.18,1294000000
2001-03-05,1234.18,1241.41,929200000
2001-03-06,1241.41,1253.8,1091800000
2001-03-07,1253.8,1261.89,1132200000
2001-03-08,1261.89,1264.74,1114100000
2001-03-09,1264.74,1233.42,1085900000
2001-03-12,1233.42,1180.16,1229000000
2001-03-13,1180.16,1197.66,1360900000
2001-03-14,1197.66,1166.71,1397400000
2001-03-15,1166.71,1173.56,1259500000
2001-03-16,1173.56,1150.53,1543560000
2001-03-19,1150.53,1170.81,1126200000
2001-03-20,1170.81,1142.62,1235900000
2001-03-21,1142.62,1122.14,1346300000
2001-03-22,1122.14,1117.58,1723950000
2001-03-23,1117.58,1139.83,1364900000
2001-03-26,1139.83,1152.69,1114000000
2001-03-27,1152.69,1182.17,1314200000
2001-03-28,1182.17,1153.29,1333400000
2001-03-29,1153.29,1147.95,1234500000
2001-03-30,1147.95,1160.33,1280800000
2001-04-02,1160.33,1145.87,1254900000
2001-04-03,1145.87,1106.46,1386100000
2001-04-04,1106.46,1103.25,1425590000
2001-04-05,1103.25,1151.44,1368000000
2001-04-06,1151.44,1128.43,1266800000
2001-04-09,1128.43,1137.59,1062800000
2001-04-10,1137.59,1168.38,1349600000
2001-04-11,1168.38,1165.89,1290300000
2001-04-12,1165.89,1183.5,1102000000
2001-04-16,1183.5,1179.68,913900000
2001-04-17,1179.68,1191.81,1109600000
2001-04-18,1191.81,1238.16,1918900000
2001-04-19,1238.16,1253.69,1486800000
2001-04-20,1253.7,1242.98,1338700000
2001-04-23,1242.98,1224.36,1012600000
2001-04-24,1224.36,1209.47,1216500000
2001-04-25,1209.47,1228.75,1203600000
2001-04-26,1228.75,1234.52,1345200000
2001-04-27,1234.52,1253.05,1091300000
2001-04-30,1253.05,1249.46,1266800000
2001-05-01,1249.46,1266.44,1181300000
2001-05-02,1266.44,1267.43,1342200000
2001-05-03,1267.43,1248.58,1137900000
2001-05-04,1248.58,1266.61,1082100000
2001-05-07,1266.61,1263.51,949000000
2001-05-08,1266.71,1261.2,1006300000
2001-05-09,1261.2,1255.54,1132400000
2001-05-10,1255.54,1255.18,1056700000
2001-05-11,1255.18,1245.67,906200000
2001-05-14,1245.67,1248.92,858200000
2001-05-15,1248.92,1249.44,1071800000
2001-05-16,1249.44,1284.99,1405300000
2001-05-17,1284.99,1288.49,1355600000
2001-05-18,1288.49,1291.96,1130800000
2001-05-21,1291.96,1312.83,1174900000
2001-05-22,1312.83,1309.38,1260400000
2001-05-23,1309.38,1289.05,1134800000
2001-05-24,1289.05,1293.17,1100700000
2001-05-25,1293.17,1277.89,828100000
2001-05-29,1277.89,1267.93,1026000000
2001-05-30,1267.93,1248.08,1158600000
2001-05-31,1248.08,1255.82,1226600000
2001-06-01,1255.82,1260.67,1015000000
2001-06-04,1260.67,1267.11,836500000
2001-06-05,1267.11,1283.57,1116800000
2001-06-06,1283.57,1270.03,1061900000
2001-06-07,1270.03,1276.96,1089600000
2001-06-08,1276.96,1264.96,726200000
2001-06-11,1264.96,1254.39,870100000
2001-06-12,1254.39,1255.85,1136500000
2001-06-13,1255.85,1241.6,1063600000
2001-06-14,1241.6,1219.87,1242900000
2001-06-15,1219.87,1214.36,1635550000
2001-06-18,1214.36,1208.43,1111600000
2001-06-19,1208.43,1212.58,1184900000
2001-06-20,1212.58,1223.14,1350100000
2001-06-21,1223.14,1237.04,1546820000
2001-06-22,1237.04,1225.35,1189200000
2001-06-25,1225.35,1218.6,1050100000
2001-06-26,1218.6,1216.76,1198900000
2001-06-27,1216.76,1211.07,1162100000
2001-06-28,1211.07,1226.2,1327300000
2001-06-29,1226.2,1224.38,1832360000
2001-07-02,1224.42,1236.72,1128300000
2001-07-03,1236.71,1234.45,622110000
2001-07-05,1234.45,1219.24,934900000
2001-07-06,1219.24,1190.59,1056700000
2001-07-09,1190.59,1198.78,1045700000
2001-07-10,1198.78,1181.52,1263800000
2001-07-11,1181.52,1180.18,1384100000
2001-07-12,1180.18,1208.14,1394000000
2001-07-13,1208.14,1215.68,1121700000
2001-07-16,1215.68,1202.45,1039800000
2001-07-17,1202.45,1214.44,1238100000
2001-07-18,1214.44,1207.71,1316300000
2001-07-19,1207.71,1215.02,1343500000
2001-07-20,1215.02,1210.85,1170900000
2001-07-23,1210.85,1191.03,986900000
2001-07-24,1191.03,1171.65,1198700000
2001-07-25,1171.65,1190.49,1280700000
2001-07-26,1190.49,1202.93,1213900000
2001-07-27,1202.93,1205.82,1015300000
2001-07-30,1205.82,1204.52,909100000
2001-07-31,1204.52,1211.23,1129200000
2001-08-01,1211.23,1215.93,1340300000
2001-08-02,1215.93,1220.75,1218300000
2001-08-03,1220.75,1214.35,939900000
2001-08-06,1214.35,1200.48,811700000
2001-08-07,1200.47,1204.4,1012000000
2001-08-08,1204.4,1183.53,1124600000
2001-08-09,1183.53,1183.43,1104200000
2001-08-10,1183.43,1190.16,960900000
2001-08-13,1190.16,1191.29,837600000
2001-08-14,1191.29,1186.73,964600000
2001-08-15,1186.73,1178.02,1065600000
2001-08-16,1178.02,1181.66,1055400000
2001-08-17,1181.66,1161.97,974300000
2001-08-20,1161.97,1171.41,897100000
2001-08-21,1171.41,1157.26,1041600000
2001-08-22,1157.26,1165.31,1110800000
2001-08-23,1165.31,1162.09,986200000
2001-08-24,1162.09,1184.93,1043600000
2001-08-27,1184.93,1179.21,842600000
2001-08-28,1179.21,1161.51,987100000
2001-08-29,1161.51,1148.56,963700000
2001-08-30,1148.6,1129.03,1157000000
2001-08-31,1129.03,1133.58,920100000
2001-09-04,1133.58,1132.94,1178300000
2001-09-05,1132.94,1131.74,1384500000
2001-09-06,1131.74,1106.4,1359700000
2001-09-07,1106.4,1085.78,1424300000
2001-09-10,1085.78,1092.54,1276600000
2001-09-17,1092.54,1038.77,2330830000
2001-09-18,1038.77,1032.74,1650410000
2001-09-19,1032.74,1016.1,2120550000
2001-09-20,1016.1,984.54,2004800000
2001-09-21,984.54,965.8,2317300000
2001-09-24,965.8,1003.45,1746600000
2001-09-25,1003.45,1012.27,1613800000
2001-09-26,1012.27,1007.04,1519100000
2001-09-27,1007.04,1018.61,1467000000
2001-09-28,1018.61,1040.94,1631500000
2001-10-01,1040.94,1038.55,1175600000
2001-10-02,1038.55,1051.33,1289800000
2001-10-03,1051.33,1072.28,1650600000
2001-10-04,1072.28,1069.63,1609100000
2001-10-05,1069.62,1071.38,1301700000
2001-10-08,1071.37,1062.44,979000000
2001-10-09,1062.44,1056.75,1227800000
2001-10-10,1056.75,1080.99,1312400000
2001-10-11,1080.99,1097.43,1704580000
2001-10-12,1097.43,1091.65,1331400000
2001-10-15,1091.65,1089.98,1024700000
2001-10-16,1089.98,1097.54,1210500000
2001-10-17,1097.54,1077.09,1452200000
2001-10-18,1077.09,1068.61,1262900000
2001-10-19,1068.61,1073.48,1294900000
2001-10-22,1073.48,1089.9,1105700000
2001-10-23,1089.9,1084.78,1317300000
2001-10-24,1084.78,1085.2,1336200000
2001-10-25,1085.2,1100.09,1364400000
2001-10-26,1100.09,1104.61,1244500000
2001-10-29,1104.61,1078.3,1106100000
2001-10-30,1078.3,1059.79,1297400000
2001-10-31,1059.79,1059.78,1352500000
2001-11-01,1059.78,1084.1,1317400000
2001-11-02,1084.1,1087.2,1121900000
2001-11-05,1087.2,1102.84,1267700000
2001-11-06,1102.84,1118.86,1356000000
2001-11-07,1118.86,1115.8,1411300000
2001-11-08,1115.8,1118.54,1517500000
2001-11-09,1118.54,1120.31,1093800000
2001-11-12,1120.31,1118.33,991600000
2001-11-13,1118.33,1139.09,1370100000
2001-11-14,1139.09,1141.21,1443400000
2001-11-15,1141.21,1142.24,1454500000
2001-11-16,1142.24,1138.65,1337400000
2001-11-19,1138.65,1151.06,1316800000
2001-11-20,1151.06,1142.66,1330200000
2001-11-21,1142.66,1137.03,1029300000
2001-11-23,1137.03,1150.34,410300000
2001-11-26,1150.34,1157.42,1129800000
2001-11-27,1157.42,1149.5,1288000000
2001-11-28,1149.5,1128.52,1423700000
2001-11-29,1128.52,1140.2,1375700000
2001-11-30,1140.2,1139.45,1343600000
2001-12-03,1139.45,1129.9,1202900000
2001-12-04,1129.9,1144.8,1318500000
2001-12-05,1143.77,1170.35,1765300000
2001-12-06,1170.35,1167.1,1487900000
2001-12-07,1167.1,1158.31,1248200000
2001-12-10,1158.31,1139.93,1218700000
2001-12-11,1139.93,1136.76,1367200000
2001-12-12,1136.76,1137.07,1449700000
2001-12-13,1137.07,1119.38,1511500000
2001-12-14,1119.38,1123.09,1306800000
2001-12-17,1123.09,1134.36,1260400000
2001-12-18,1134.36,1142.92,1354000000
2001-12-19,1142.92,1149.56,1484900000
2001-12-20,1149.56,1139.93,1490500000
2001-12-21,1139.93,1144.89,1694000000
2001-12-24,1144.89,1144.65,439670000
2001-12-26,1144.65,1149.37,791100000
2001-12-27,1149.37,1157.13,876300000
2001-12-28,1157.13,1161.02,917400000
2001-12-31,1161.02,1148.08,943600000
2002-01-02,1148.08,1154.67,1171000000
2002-01-03,1154.67,1165.27,1398900000
2002-01-04,1165.27,1172.51,1513000000
2002-01-07,1172.51,1164.89,1308300000
2002-01-08,1164.89,1160.71,1258800000
2002-01-09,1160.71,1155.14,1452000000
2002-01-10,1155.14,1156.55,1299000000
2002-01-11,1156.55,1145.6,1211900000
2002-01-14,1145.6,1138.41,1286400000
2002-01-15,1138.41,1146.19,1386900000
2002-01-16,1146.19,1127.57,1482500000
2002-01-17,1127.57,1138.88,1380100000
2002-01-18,1138.88,1127.58,1333300000
2002-01-22,1127.58,1119.31,1311600000
2002-01-23,1119.31,1128.18,1479200000
2002-01-24,1128.18,1132.15,1552800000
2002-01-25,1132.15,1133.28,1345100000
2002-01-28,1133.28,1133.06,1186800000
2002-01-29,1133.06,1100.64,1812000000
2002-01-30,1100.64,1113.57,2019600000
2002-01-31,1113.57,1130.2,1557000000
2002-02-01,1130.2,1122.2,1367200000
2002-02-04,1122.2,1094.44,1437600000
2002-02-05,1094.44,1090.02,1778300000
2002-02-06,1090.02,1083.51,1665800000
2002-02-07,1083.51,1080.17,1441600000
2002-02-08,1080.17,1096.22,1371900000
2002-02-11,1096.22,1111.94,1159400000
2002-02-12,1111.94,1107.5,1094200000
2002-02-13,1107.5,1118.51,1215900000
2002-02-14,1118.51,1116.48,1272500000
2002-02-15,1116.48,1104.18,1359200000
2002-02-19,1104.18,1083.34,1189900000
2002-02-20,1083.34,1097.98,1438900000
2002-02-21,1097.98,1080.95,1381600000
2002-02-22,1080.95,1089.84,1411000000
2002-02-25,1089.84,1109.43,1367400000
2002-02-26,1109.43,1109.38,1309200000
2002-02-27,1109.38,1109.89,1393800000
2002-02-28,1109.89,1106.73,1392200000
2002-03-01,1106.73,1131.78,1456500000
2002-03-04,1131.78,1153.84,1594300000
2002-03-05,1153.84,1146.14,1549300000
2002-03-06,1146.14,1162.77,1541300000
2002-03-07,1162.77,1157.54,1517400000
2002-03-08,1157.54,1164.31,1412000000
2002-03-11,1164.31,1168.26,1210200000
2002-03-12,1168.26,1165.58,1304400000
2002-03-13,1165.58,1154.09,1354000000
2002-03-14,1154.09,1153.04,1208800000
2002-03-15,1153.04,1166.16,1493900000
2002-03-18,1166.16,1165.55,1169500000
2002-03-19,1165.55,1170.29,1255000000
2002-03-20,1170.29,1151.85,1304900000
2002-03-21,1151.85,1153.59,1339200000
2002-03-22,1153.59,1148.7,1243300000
2002-03-25,1148.7,1131.87,1057900000
2002-03-26,1131.87,1138.49,1223600000
2002-03-27,1138.49,1144.58,1180100000
2002-03-28,1144.58,1147.39,1147600000
2002-04-01,1147.39,1146.54,1050900000
2002-04-02,1146.54,1136.76,1176700000
2002-04-03,1136.76,1125.4,1219700000
2002-04-04,1125.4,1126.34,1283800000
2002-04-05,1126.34,1122.73,1110200000
2002-04-08,1122.73,1125.29,1095300000
2002-04-09,1125.29,1117.8,1235400000
2002-04-10,1117.8,1130.47,1447900000
2002-04-11,1130.47,1103.69,1505600000
2002-04-12,1103.69,1111.01,1282100000
2002-04-15,1111.01,1102.55,1120400000
2002-04-16,1102.55,1128.37,1341300000
2002-04-17,1128.37,1126.07,1376900000
2002-04-18,1126.07,1124.47,1359300000
2002-04-19,1124.47,1125.17,1185000000
2002-04-22,1125.17,1107.83,1181800000
2002-04-23,1107.83,1100.96,1388500000
2002-04-24,1100.96,1093.14,1373200000
2002-04-25,1093.14,1091.48,1517400000
2002-04-26,1091.48,1076.32,1374200000
2002-04-29,1076.32,1065.45,1314700000
2002-04-30,1065.45,1076.92,1628600000
2002-05-01,1076.92,1086.46,1451400000
2002-05-02,1086.46,1084.56,1364000000
2002-05-03,1084.56,1073.43,1284500000
2002-05-06,1073.43,1052.67,1122600000
2002-05-07,1052.67,1049.49,1354700000
2002-05-08,1049.49,1088.85,1502000000
2002-05-09,1088.85,1073.01,1153000000
2002-05-10,1073.01,1054.99,1171900000
2002-05-13,1054.99,1074.56,1088600000
2002-05-14,1074.56,1097.28,1414500000
2002-05-15,1097.28,1091.07,1420200000
2002-05-16,1091.07,1098.23,1256600000
2002-05-17,1098.23,1106.59,1274400000
2002-05-20,1106.59,1091.88,989800000
2002-05-21,1091.88,1079.88,1200500000
2002-05-22,1079.88,1086.02,1136300000
2002-05-23,1086.02,1097.08,1192900000
2002-05-24,1097.08,1083.82,885400000
2002-05-28,1083.82,1074.55,996500000
2002-05-29,1074.55,1067.66,1081800000
2002-05-30,1067.66,1064.66,1286600000
2002-05-31,1064.66,1067.14,1277300000
2002-06-03,1067.14,1040.68,1324300000
2002-06-04,1040.68,1040.69,1466600000
2002-06-05,1040.69,1049.9,1300100000
2002-06-06,1049.9,1029.15,1601500000
2002-06-07,1029.15,1027.53,1341300000
2002-06-10,1027.53,1030.74,1226200000
2002-06-11,1030.74,1013.6,1212400000
2002-06-12,1013.26,1020.26,1795720000
2002-06-13,1020.26,1009.56,1405500000
2002-06-14,1009.56,1007.27,1549000000
2002-06-17,1007.27,1036.17,1236600000
2002-06-18,1036.17,1037.14,1193100000
2002-06-19,1037.14,1019.99,1336100000
2002-06-20,1019.99,1006.29,1389700000
2002-06-21,1006.29,989.14,1497200000
2002-06-24,989.14,992.72,1552600000
2002-06-25,992.72,976.14,1513700000
2002-06-26,976.14,973.53,2014290000
2002-06-27,973.53,990.64,1908600000
2002-06-28,990.64,989.82,2117000000
2002-07-01,989.82,968.65,1425500000
2002-07-02,968.65,948.09,1823000000
2002-07-03,948.09,953.99,1527800000
2002-07-05,953.99,989.03,699400000
2002-07-08,989.03,976.98,1184400000
2002-07-09,976.98,952.83,1348900000
2002-07-10,952.83,920.47,1816900000
2002-07-11,920.47,927.37,2080480000
2002-07-12,927.37,921.39,1607400000
2002-07-15,921.39,917.93,2574800000
2002-07-16,917.93,900.94,1843700000
2002-07-17,901.05,906.04,2566500000
2002-07-18,905.45,881.56,1736300000
2002-07-19,881.56,847.75,2654100000
2002-07-22,847.76,819.85,2248060000
2002-07-23,819.85,797.7,2441020000
2002-07-24,797.71,843.43,2775560000
2002-07-25,843.42,838.68,2424700000
2002-07-26,838.68,852.84,1796100000
